요양기관명,종별코드,종별명,시도코드,시도명,시군구코드,시군구명,읍면동,우편번호,주소,전화번호,경도,위도,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수
더푸른이비인후과의원,31,의원,110000,서울,110001,강남구,대치동,6207,"서울특별시 강남구 도곡로 409, 401호 (대치동, 타워엠프리스)",02-564-1053,127.05518,37.4973874,20060105,1,0,0,0,1,0,0,0,0,0,0,0,0,0
리드미피부과의원,31,의원,110000,서울,110001,강남구,대치동,6207,"서울특별시 강남구 도곡로 409, 402호 (대치동)",02-567-9357,127.05518,37.4973874,20060102,1,0,0,0,1,0,0,0,0,0,0,0,0,0
연세휴정신건강의학과의원,31,의원,110000,서울,110001,강남구,대치동,6207,"서울특별시 강남구 도곡로 409, 503호 (대치동, 타워엠프리스)",02-556-0990,127.05518,37.4973874,20130118,1,0,0,0,1,0,0,0,0,0,0,0,0,0
환희치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6207,"서울특별시 강남구 도곡로 409, 502호 (대치동)",02-554-8275,127.05518,37.4973874,20030429,1,0,0,0,0,1,0,0,0,0,0,0,0,0
함익병피부과의원,31,의원,110000,서울,110001,강남구,대치동,6278,"서울특별시 강남구 도곡로 408, (대치동, 408,409호)",02-3454-0080,127.05525,37.4966282,20110103,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울주치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6278,"서울특별시 강남구 도곡로 408, 4층 402호 (대치동)",02-554-2882,127.05525,37.4966282,20020423,1,0,0,0,0,1,0,0,0,0,0,0,0,0
연세신앤송이비인후과의원,31,의원,110000,서울,110001,강남구,대치동,6194,"서울특별시 강남구 테헤란로78길 8, 7층 (대치동, 현빌딩)",02-553-3902,127.0552512,37.5056306,20131227,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울씨엘치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6194,"서울특별시 강남구 테헤란로78길 16, 2층 (대치동, 노벨빌딩)",02-501-0027,127.0553624,37.5050648,20050419,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울내과의원,31,의원,110000,서울,110001,강남구,대치동,6196,"서울특별시 강남구 역삼로77길 23, 4,5층 (대치동)",02-552-4891,127.0559781,37.5039541,20021230,2,0,0,0,2,0,0,0,0,0,0,0,0,0
카이노스치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6194,"서울특별시 강남구 테헤란로 440, 지하1층 (대치동)",02-565-6005,127.0561271,37.5058388,20060224,1,0,0,0,0,1,0,0,0,0,0,0,0,0
지아인의원,31,의원,110000,서울,110001,강남구,대치동,6208,"서울특별시 강남구 도곡로 419, 6층 (대치동)",02-575-2233,127.0563325,37.4976776,20120302,1,1,0,0,0,0,0,0,0,0,0,0,0,0
서울더치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6208,"서울특별시 강남구 도곡로 419, 3층 (대치동)",02-569-2882,127.0563325,37.4976776,20150331,1,0,0,0,0,0,0,0,1,0,0,0,0,0
생각과느낌의원,31,의원,110000,서울,110001,강남구,대치동,6279,"서울특별시 강남구 도곡로 428, (대치동, 웰리스빌딩 지하1층일부, 지상5층)",02-555-4638,127.0573511,37.4974734,20060627,3,0,0,0,3,0,0,0,0,0,0,0,0,0
서울좋은치과보철과치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2909, 302호 (대치동)",521-8855,127.0574186,37.492191,20020419,1,0,0,0,0,0,0,0,1,0,0,0,0,0
대치가원한의원,93,한의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2909, 401호 (대치동)",02-555-1015,127.0574186,37.492191,20070711,1,0,0,0,0,0,0,0,0,0,0,0,1,0
메르덴치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6185,"서울특별시 강남구 삼성로 432, 2층 (대치동, 이글빌딩)",02-3453-2875,127.0577357,37.5054311,20140113,1,0,0,0,0,1,0,0,0,0,0,0,0,0
신학철피부과의원,31,의원,110000,서울,110001,강남구,대치동,6185,"서울특별시 강남구 삼성로 418, 1~3층 (대치동)",02-501-7575,127.0582437,37.504416,19990419,1,0,0,0,1,0,0,0,0,0,0,0,0,0
대치더블유내과의원,31,의원,110000,서울,110001,강남구,대치동,6279,"서울특별시 강남구 도곡로 438, 6층 (대치동, 삼아빌딩 )",02-539-9939,127.0584307,37.4978331,20110218,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정준표내과의원,31,의원,110000,서울,110001,강남구,대치동,6279,"서울특별시 강남구 도곡로 442, 3층 (대치동)",02-563-3375,127.0588645,37.4979622,20050804,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울동민치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6209,"서울특별시 강남구 도곡로 449, (대치동)",02-567-2822,127.0595805,37.4988443,20150304,1,0,0,0,0,1,0,0,0,0,0,0,0,0
바른마디의원,31,의원,110000,서울,110001,강남구,대치동,6180,"서울특별시 강남구 테헤란로 514, 3층 (대치동, 삼흥빌딩)",02-1588-5516,127.0597679,37.5074386,20130801,1,1,0,0,0,0,0,0,0,0,0,0,0,0
삼성드림이비인후과의원,31,의원,110000,서울,110001,강남구,대치동,6180,"서울특별시 강남구 테헤란로 514, 5층 (대치동, 삼흥제2빌딩)",02-565-7365,127.0597679,37.5074386,20100419,2,0,0,0,2,0,0,0,0,0,0,0,0,0
에스피부과의원,31,의원,110000,서울,110001,강남구,대치동,6180,"서울특별시 강남구 테헤란로 514, 9층 (대치동)",02-539-1146,127.0597679,37.5074386,20070425,1,0,0,0,1,0,0,0,0,0,0,0,0,0
예드림안과의원,31,의원,110000,서울,110001,강남구,대치동,6180,"서울특별시 강남구 테헤란로 514, 4층 (대치동, 삼흥빌딩)",02-555-3700,127.0597679,37.5074386,20020604,1,0,0,0,1,0,0,0,0,0,0,0,0,0
두서울치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6180,"서울특별시 강남구 테헤란로 514, 삼흥2빌딩 6층 (대치동)",02-508-3331,127.0597679,37.5074386,20040120,1,0,0,0,0,1,0,0,0,0,0,0,0,0
이정균내과의원,31,의원,110000,서울,110001,강남구,대치동,6279,"서울특별시 강남구 도곡로 458, 3,4층 (대치동)",02-567-6226,127.0604734,37.4983512,19830604,2,0,0,0,2,0,0,0,0,0,0,0,0,0
서울더블유치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6279,"서울특별시 강남구 도곡로 458, (대치동, 2층일부)",02-516-1831,127.0604734,37.4983512,19981014,1,0,0,0,0,1,0,0,0,0,0,0,0,0
한빛가정의학과의원,31,의원,110000,서울,110001,강남구,대치동,6279,"서울특별시 강남구 삼성로 233, (대치동, 신사빌딩 2층일부)",02-508-6623,127.0609247,37.4980642,20101222,1,0,0,0,1,0,0,0,0,0,0,0,0,0
대치궁한의원,93,한의원,110000,서울,110001,강남구,대치동,6279,"서울특별시 강남구 삼성로 233, 2층 210호 (대치동, 신사빌딩)",02-556-9354,127.0609247,37.4980642,20151230,1,0,0,0,0,0,0,0,0,1,0,0,0,0
닥터밸리의원,31,의원,110000,서울,110001,강남구,대치동,6180,"서울특별시 강남구 테헤란로92길 14, (대치동, 동우리빌딩 지하1층)",02-3452-8877,127.0611615,37.5070383,20141113,1,0,0,0,1,0,0,0,0,0,0,0,0,0
박소배내과의원,31,의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2935, (대치동)",02-566-6866,127.0613534,37.4939991,19930312,1,0,0,0,1,0,0,0,0,0,0,0,0,0
박종화의원,31,의원,110000,서울,110001,강남구,대치동,6279,"서울특별시 강남구 삼성로 225, 303호 (대치동)",02-567-6543,127.06143,37.4971924,19930407,1,0,0,0,1,0,0,0,0,0,0,0,0,0
윤앤정내과의원,31,의원,110000,서울,110001,강남구,대치동,6279,"서울특별시 강남구 삼성로 225, 203호 (대치동, 아주빌딩)",02-562-6627,127.06143,37.4971924,19830228,1,0,0,0,1,0,0,0,0,0,0,0,0,0
고시환의원,31,의원,110000,서울,110001,강남구,대치동,6291,"서울특별시 강남구 남부순환로 2936, 304호 (대치동)",02-566-9110,127.0618767,37.493385,20080529,1,0,0,0,1,0,0,0,0,0,0,0,0,0
코코이비인후과의원,31,의원,110000,서울,110001,강남구,대치동,6291,"서울특별시 강남구 남부순환로 2936, 203,204호 (대치동, 윈플러스상가)",02-555-9001,127.0618767,37.493385,20040202,2,0,0,0,2,0,0,0,0,0,0,0,0,0
강창순내과의원,31,의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2941, 201호 (대치동)",02-569-9777,127.0619463,37.4942695,19940531,1,0,0,0,1,0,0,0,0,0,0,0,0,0
김영기이비인후과의원,31,의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2941, 503호 (대치동, 대치탑프라자)",02-554-5075,127.0619463,37.4942695,19991011,1,0,0,0,1,0,0,0,0,0,0,0,0,0
대치수피부과의원,31,의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2941, 506호 (대치동, 대치탑프라자)",02-577-1175,127.0619463,37.4942695,20070813,1,0,0,0,1,0,0,0,0,0,0,0,0,0
대치엘비뇨기과의원,31,의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2941, 4층 (대치동)",02-508-6576,127.0619463,37.4942695,20020326,1,0,0,0,1,0,0,0,0,0,0,0,0,0
하나정신과의원,31,의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2941, 4층 (대치동)",02-555-6018,127.0619463,37.4942695,19970808,1,0,0,0,1,0,0,0,0,0,0,0,0,0
견의원,31,의원,110000,서울,110001,강남구,대치동,6181,"서울특별시 강남구 테헤란로 528, 5층 (대치동, 슈페리어타워)",02-568-3119,127.0620152,37.508102,19981126,1,0,0,0,1,0,0,0,0,0,0,0,0,0
연세유앤김정신과의원,31,의원,110000,서울,110001,강남구,대치동,6181,"서울특별시 강남구 테헤란로 528, 6층 (대치동, 슈페리어타워)",02-501-0675,127.0620152,37.508102,20020111,2,0,0,0,2,0,0,0,0,0,0,0,0,0
고범연엑스오치과교정과치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6280,"서울특별시 강남구 남부순환로 2947, 4층 (대치동)",02-564-2858,127.062676,37.4945786,19950106,2,0,0,0,0,0,0,0,2,0,0,0,0,0
김봉수의원,31,의원,110000,서울,110001,강남구,대치동,6291,"서울특별시 강남구 삼성로 155, (대치동, 대치퍼스트빌딩 319, 320호)",02-555-1520,127.0629614,37.4938697,20031122,1,0,0,0,1,0,0,0,0,0,0,0,0,0
김학술비뇨기과의원,31,의원,110000,서울,110001,강남구,대치동,6291,"서울특별시 강남구 삼성로 155, 315호 (대치동, 대치퍼스트빌딩)",02-568-9919,127.0629614,37.4938697,19830617,1,0,0,0,1,0,0,0,0,0,0,0,0,0
대치제이엠가정의학과의원,31,의원,110000,서울,110001,강남구,대치동,6291,"서울특별시 강남구 삼성로 155, 대치페스트빌딩 2층 218~222호 (대치동)",02-2039-7588,127.0629614,37.4938697,20210802,1,0,0,0,1,0,0,0,0,0,0,0,0,0
맑은미피부과의원,31,의원,110000,서울,110001,강남구,대치동,6291,"서울특별시 강남구 삼성로 155, 308호 (대치동, 대치퍼스트)",02-564-7072,127.0629614,37.4938697,20080626,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울에스치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6291,"서울특별시 강남구 삼성로 155, 302호 (대치동, 대치퍼스트빌딩)",02-562-2275,127.0629614,37.4938697,20130926,1,0,0,0,0,0,0,0,1,0,0,0,0,0
이혁상더블유치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6291,"서울특별시 강남구 삼성로 155, (대치동, 대치퍼스트빌딩)",02-555-2835,127.0629614,37.4938697,20090817,1,0,0,0,0,1,0,0,0,0,0,0,0,0
강흥석치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6282,"서울특별시 강남구 도곡로 516, (대치동)",02-562-4211,127.0630094,37.4991911,19820507,1,0,0,0,0,1,0,0,0,0,0,0,0,0
서울라인치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6190,"서울특별시 강남구 도곡로 519, 301호 (대치동)",02-566-5129,127.0631158,37.4999068,20121128,1,0,0,0,0,0,0,0,1,0,0,0,0,0
서울토토치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6190,"서울특별시 강남구 도곡로 521, (대치동, 대치플라자 203호)",02-539-1106.7,127.0632457,37.50003,20050111,1,0,0,0,0,0,0,0,1,0,0,0,0,0
123의원,31,의원,110000,서울,110001,강남구,대치동,6284,"서울특별시 강남구 삼성로 212, 241호 (대치동, 은마상가 B블럭)",02-567-9123,127.0650701,37.4977415,20081017,1,1,0,0,0,0,0,0,0,0,0,0,0,0
테크필피부과의원,31,의원,110000,서울,110001,강남구,대치동,6284,"서울특별시 강남구 삼성로 212, (대치동, 은마상가 B-201호)",02-568-7175,127.0650701,37.4977415,20020817,1,0,0,0,1,0,0,0,0,0,0,0,0,0
서울수치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6284,"서울특별시 강남구 삼성로 212, (대치동, 211-1호)",02-555-2874,127.0650701,37.4977415,20081017,1,0,0,0,0,1,0,0,0,0,0,0,0,0
경희명생당한의원,93,한의원,110000,서울,110001,강남구,대치동,6284,"서울특별시 강남구 삼성로 212, (대치동, 은마아파트 B 212-1호)",02-555-0563,127.0650701,37.4977415,20110420,1,0,0,0,0,0,0,0,0,0,0,0,1,0
최필선한의원,93,한의원,110000,서울,110001,강남구,대치동,6284,"서울특별시 강남구 삼성로 212, B동 202층 (대치동, 은마상가)",02-566-3782,127.0650701,37.4977415,19811208,1,0,0,0,0,0,0,0,0,1,0,0,0,0
김수균외과의원,31,의원,110000,서울,110001,강남구,대치동,6177,"서울특별시 강남구 영동대로 342, 6층 (대치동)",02-555-5875,127.0657602,37.5052109,19990403,1,0,0,0,1,0,0,0,0,0,0,0,0,0
미도치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6288,"서울특별시 강남구 삼성로 150, 202-1-B호 (대치동, 한보미도상가)",02-552-2879,127.0662067,37.4927978,20140401,1,0,0,0,0,1,0,0,0,0,0,0,0,0
정도의료소비자생활협동조합정도한의원,93,한의원,110000,서울,110001,강남구,대치동,6288,"서울특별시 강남구 삼성로 150, 3층 319호 (대치동, 한보미도종합상가)",02-3412-9003,127.0662067,37.4927978,20150624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
코리아치과의원,51,치과의원,110000,서울,110001,강남구,대치동,6283,"서울특별시 강남구 영동대로 215, (대치동, 일원빌딩 지하1층)",02-564-2879,127.0685376,37.4980052,20081127,1,0,0,0,0,1,0,0,0,0,0,0,0,0
미소랑치과의원,51,치과의원,110000,서울,110001,강남구,도곡동,6266,"서울특별시 강남구 강남대로 250, 심현빌딩 6층 (도곡동)",02-573-7528,127.0338898,37.4858736,20050829,1,0,0,0,0,1,0,0,0,0,0,0,0,0
유미정산부인과의원,31,의원,110000,서울,110001,강남구,도곡동,6266,"서울특별시 강남구 강남대로 248, 목원빌딩 4층 (도곡동)",02-3461-9907,127.0339328,37.4857219,19990204,1,0,0,0,1,0,0,0,0,0,0,0,0,0
연세마취통증의학과의원,31,의원,110000,서울,110001,강남구,도곡동,6267,"서울특별시 강남구 강남대로 246, 다림빌딩 5층 (도곡동)",02-3461-0775,127.0340252,37.4855074,19970814,1,0,0,0,1,0,0,0,0,0,0,0,0,0
현필목안과의원,31,의원,110000,서울,110001,강남구,도곡동,6267,"서울특별시 강남구 강남대로 246, 다림빌딩 3층 (도곡동)",3462-3016,127.0340252,37.4855074,19921013,1,0,0,0,1,0,0,0,0,0,0,0,0,0
장순희치과의원,51,치과의원,110000,서울,110001,강남구,도곡동,6265,"서울특별시 강남구 남부순환로351길 34-3, (도곡동)",02-572-3697,127.0341528,37.4872213,19980506,1,0,0,0,0,1,0,0,0,0,0,0,0,0
기쁨성형외과의원,31,의원,110000,서울,110001,강남구,도곡동,6267,"서울특별시 강남구 강남대로 240, 양재SK허브프리모 206,207호 (도곡동)",02-578-9540,127.0344506,37.4852658,20080114,1,0,0,0,1,0,0,0,0,0,0,0,0,0
문제원치과의원,51,치과의원,110000,서울,110001,강남구,도곡동,6267,"서울특별시 강남구 강남대로 240, (도곡동, 양재SK허브프리모 309호)",02-578-2875,127.0344506,37.4852658,20060331,1,0,0,0,0,1,0,0,0,0,0,0,0,0
명성한의원,93,한의원,110000,서울,110001,강남구,도곡동,6260,"서울특별시 강남구 강남대로58길 45, (도곡동)",3461-9988,127.0357205,37.4902741,19920804,1,0,0,0,0,0,0,0,0,1,0,0,0,0
박자룡이비인후과의원,31,의원,110000,서울,110001,강남구,도곡동,6267,"서울특별시 강남구 남부순환로 2615, 212~213호 (도곡동, 극동스타클래스)",02-3463-3546,127.0358917,37.4851832,19880419,2,1,0,0,1,0,0,0,0,0,0,0,0,0
우박산부인과의원,31,의원,110000,서울,110001,강남구,도곡동,6274,"서울특별시 강남구 남부순환로377길 3, 301호 (도곡동)",02-362-8544,127.0450618,37.486605,20110223,1,0,0,0,1,0,0,0,0,0,0,0,0,0
소은희마인드피아의원,31,의원,110000,서울,110001,강남구,도곡동,6274,"서울특별시 강남구 언주로 201, 에스케이리더스뷰 209호 (도곡동)",02-3463-3505,127.0487878,37.4884365,20100208,1,0,0,0,1,0,0,0,0,0,0,0,0,0
에버그린피부과의원,31,의원,110000,서울,110001,강남구,도곡동,6292,"서울특별시 강남구 언주로30길 13, 201호 (도곡동, 대림아크로빌, 대림아크로텔)",02-2187-7377,127.0511303,37.4882257,20020628,1,0,0,0,1,0,0,0,0,0,0,0,0,0
자오한의원,93,한의원,110000,서울,110001,강남구,도곡동,6275,"서울특별시 강남구 선릉로 227, (도곡동)",02-3463-3007,127.0527545,37.495847,19880722,1,0,0,0,0,0,0,0,0,1,0,0,0,0
김태욱외과의원,31,의원,110000,서울,110001,강남구,도곡동,6292,"서울특별시 강남구 언주로30길 39, (도곡동, 4층일부)",02-578-9881,127.0532227,37.4887614,20001122,1,0,0,0,1,0,0,0,0,0,0,0,0,0
강남구보건소,71,보건소,110000,서울,110001,강남구,삼성동,6088,"서울특별시 강남구 선릉로 668, (삼성동)",02-3423-7200,127.0422835,37.5163931,19000101,10,0,0,0,7,2,0,0,0,0,0,0,1,0
닥터웰니스의원,31,의원,110000,서울,110001,강남구,삼성동,6088,"서울특별시 강남구 선릉로 660, (삼성동, 브라운스톤 레전드208호)",02-3447-3101,127.0423646,37.5155528,20100504,1,0,0,0,1,0,0,0,0,0,0,0,0,0
강남이안치과의원,51,치과의원,110000,서울,110001,강남구,삼성동,6088,"서울특별시 강남구 선릉로 660, (삼성동, 브라운스톤레전드 304호)",02-514-2835,127.0423646,37.5155528,20091218,1,0,0,0,0,1,0,0,0,0,0,0,0,0
차소아과의원,31,의원,110000,서울,110001,강남구,삼성동,6092,"서울특별시 강남구 선릉로 654, 2층 (삼성동)",02-549-1630,127.0423767,37.515084,19821025,1,0,0,0,1,0,0,0,0,0,0,0,0,0
김능세치과의원,51,치과의원,110000,서울,110001,강남구,삼성동,6092,"서울특별시 강남구 선릉로 654, 2층 (삼성동)",02-545-9581,127.0423767,37.515084,19770622,1,0,0,0,0,1,0,0,0,0,0,0,0,0
전혜원소아청소년과의원,31,의원,110000,서울,110001,강남구,삼성동,6088,"서울특별시 강남구 선릉로130길 20, 201호 (삼성동, 래미안삼성2차아파트)",02-516-8899,127.0433374,37.515984,20130716,1,0,0,0,1,0,0,0,0,0,0,0,0,0
장홍석정신건강의학과의원,31,의원,110000,서울,110001,강남구,삼성동,6162,"서울특별시 강남구 선릉로 510, 402호 (삼성동)",02-565-9889,127.0489654,37.5051717,20120228,1,0,0,0,1,0,0,0,0,0,0,0,0,0
